condition_id,category,prob,final_outcome,n_fills,source
0x8da75a8e1095a99a95aa19b5061d3961977cebc081dc91b7e811aa05d39e6dad,onchain_unknown,0.71,1,8,goldsky
0xf0576f436bf3d90a2413932ad1b6f94348cbab850e150c504f74300cc27d5aaf,onchain_unknown,0.69,1,3,goldsky
0xeca080635da47c3fb80cb489dc05174fdfe49144861feed3f2b27718874a3890,onchain_unknown,0.0654,0,20,goldsky
0x483d90420afba348303db1dc3bf656a55f31d79ce9a1ef557ef81373f34d4fbc,onchain_unknown,0.36,1,2,goldsky
0xb99be2ade9e038a7f484c0e82e3776974cdb3629c2f9de1fc545e930a1ea8b68,onchain_unknown,0.07,0,188,goldsky
0xd62d542ac1011995003a0ee6961e2bc2d089f4b85bfe1e67b7cc2a392cf967d8,onchain_unknown,0.775,1,32,goldsky
0xb6ab9778dfdfe28e65944dd38cd2a6726b5c1a682e66c94f003322d437e5477e,onchain_unknown,0.0168,0,9,goldsky
0x377db38a2b608a97e6a9a48c1a8ef3a40c887011204e7ddca8f5a0dedf6f8158,onchain_unknown,0.72,1,245,goldsky
0xc9e05428c8a56309d6d29af7f14a019712b958475f720a7012f3324f1600fa73,onchain_unknown,0.48,1,2,goldsky
0xdb637feeb50b0ad86c8b80893ce1cebf1980bbcf48280e179e3db8bf2dd21a6e,onchain_unknown,0.001,0,8,goldsky
0x2c63ed63b1b608a331ec1aeb931b5c3b0784c01c074f451475be00124b59901c,onchain_unknown,0.245,0,22,goldsky
0xbe27060c45f82780dc016aa0b87f5615bf8b02820ba3690364e1ab10ac4b5ac1,onchain_unknown,0.73,0,29,goldsky
0x32793661855486abd43c604a4075f92acfb60204944e581f50c05624ca617055,onchain_unknown,0.999,1,4,goldsky
0x4b2a5128ec8fee95fc09ea00612dc4b51771683ea98bae8d28ad2a709ce55b04,onchain_unknown,0.085,0,4,goldsky
0xa4745680f1d8f331d91ebd7ef5e16a484506c322f931e9a5295a1529b68e3dcd,onchain_unknown,0.001,0,2,goldsky
0x6df527c834e34b9d6bcd8f5bbca8c68efdbafe8405a3f9dd3776ab6f6a8a24d1,onchain_unknown,0.615,0,2,goldsky
0xffa7dd31da8bbe6a56817f0c8d5e9ce89fbd783a592b9ec5367925622f6050f9,onchain_unknown,0.999,1,3,goldsky
0xe0a433c70107f03a674343272a7180af62d72bd9632325a56f3a70c2163dda2e,onchain_unknown,0.49,1,1,goldsky
0x96f98ab6f8d8fe945a5b162c324917f0ca446e09a30be6940a511bb5dd389efa,onchain_unknown,0.59,0,21,goldsky
0x8454b093a4225644b1a2e196854828d9a9d627b796c583d2e4d2ffe95ff84587,onchain_unknown,0.001,0,5,goldsky
0x94e0e9c5b321086109b3f2965e3baa77d5c7a7e9a8f8089a7d32e3a748ced44c,onchain_unknown,0.34,0,4,goldsky
0xb4f94474787a09289c6c75a9d25284fcdd2535d6bb2266f9afa252f42fc67d70,onchain_unknown,0.0055,0,2,goldsky
0xa09a918a7bf4d675e4d94d1a80eb76fbafabe84558c3d355b82b6ac34b08e531,onchain_unknown,0.14,0,5,goldsky
0x7027a7f7b608573d4bb16a0ad4e191ee7fcaa9a00f1f43419333221869aed359,onchain_unknown,0.99,1,6,goldsky
0x1a9836d923d4e0a7d3f6a416e5a129dc89ac5f597e5427dc8dcff724523bde33,onchain_unknown,0.45,1,181,goldsky
0x287f824105e1c057a5c66fdcde0b9d7b95b1580c6c6fae8d04886dd7abe283b7,onchain_unknown,0.52,1,6,goldsky
0x855ee068b9239e2c285b5232dba3e1194519135c4721410060004d940be41eeb,onchain_unknown,0.51,0,6,goldsky
0x65f6340d2fbec288127fb90a9979a6a73e99df2fb5ec7a88e14349033cede878,onchain_unknown,0.001,0,8,goldsky
0x183a7cc63795524c2a5ea6d1027e941c355d61130c2e9869adae6426a564b62a,onchain_unknown,0.01,0,17,goldsky
0x798c0c24d586da30bec0709bce733f6b7fb8c820d6a4a083b1ebbb8dbbd5e1de,onchain_unknown,0.86,1,1,goldsky
0x870faa82db54a5311b453cfba7d54012a8fc0984851ee970c91728aa8d9817fb,onchain_unknown,0.977,1,1,goldsky
0x2f6a547524c1d290f8a2bbff80be2b0e8ca1b3b716dd3a0e74bf8ddb3e3fd6b7,onchain_unknown,0.14,0,14,goldsky
0x154c63dd3ff5822540b1de7803c68f8f3367abecd86960161590fe1987adfe9b,onchain_unknown,0.23,0,27,goldsky
0x5d37825716832a4a54f89450932e89510f26cf4be59aeec3149d2c49e5fdf44d,onchain_unknown,0.008,0,10,goldsky
0xc8285a8591ed590bb2adf1f8b1d7cf1c2ddd68d5f7e303bd8be29c9e122ccaf9,onchain_unknown,0.79,1,13,goldsky
0x2bf672805adbc2932322e9663f7516a5f5f66ccb60a92e4531738c675461d81e,onchain_unknown,0.51,0,2,goldsky
0xf0c2cd9da64a1d54e5419a0011d4c235032eb486e383358074b689cb980b3780,onchain_unknown,0.58,0,60,goldsky
0x9e71b5302f207e06aefe3e8b16e1f6a58289a926be6e425b98203a04d03498cd,onchain_unknown,0.22,0,2,goldsky
0xbb888a2e5ffc870ba1a506312f56b9841c9500570fc4ee2ddde394351c1fbee4,onchain_unknown,0.3,1,4,goldsky
0x9bf33d6577a33f386110f039f9b9b3aa237668dc471d4a8693d6d1e27dd469bc,onchain_unknown,0.86,1,1,goldsky
0x8d85d1218d8350efe198c1ab462cdce0f8e24c4f050df29f5480271ddf12ca43,onchain_unknown,0.54,0,9,goldsky
0x2529b3e51721d203b78afc5a0e03f491f04274c876d979da491f8b62fbd2eb2d,onchain_unknown,0.11,0,7,goldsky
0x201b92715af6df1c3fa8f4d00a29e7404a8d624de60cf56005a3aa1fd7df5964,onchain_unknown,0.2,0,3,goldsky
0x5644d92ac2247fde045239efae3707c2c5dbcdbb12ec9d8b51153f32045bf556,onchain_unknown,0.2,0,11,goldsky
0x5aec265c6e4ec42013c74f768a01c4f462d1070248c58c2ebca6e712a34c461b,onchain_unknown,0.008,0,1,goldsky
0xb6be4cedf3d66ca654714b1239919dbaf16b712e120957f63e80affefb33fe13,onchain_unknown,0.963,1,948,goldsky
0xd601b601aefef8a07136bf16bd72642827fa65bc14b1ad066cbe5c46987a4745,onchain_unknown,0.53,0,1,goldsky
0xb109578b5c86417e4571e29938c48710988e5db6556bc964a8b757926fa00c94,onchain_unknown,0.27,0,98,goldsky
0xcfa35bef64ef220e074f2b21970c1f8a9754b4ce73ccc6316170a79af552fedc,onchain_unknown,0.003,0,2,goldsky
0x2017a6a234f761d6a44be17094ecf247d7d1e706024edbef59d6391a3c19e1b2,onchain_unknown,0.08,0,2,goldsky
0x4436cc52a2b39a6d874779f1608b509435ac4e031c63f9e8548313061fb6d465,onchain_unknown,0.4064,0,6,goldsky
0xa2b9c5b881902c57a3ce9c8fe68848592136a728448b601bf09b4be6304394e5,onchain_unknown,0.81,1,15,goldsky
0x848becf7a8521618b6e203ca0488318efc0f0a0bfc0521c088222838b6b2bfaf,onchain_unknown,0.51,0,3,goldsky
0xd4e2ae25b9c0f067161c0a0d384a4e657b7095a95befb569c72a926ec6577c53,onchain_unknown,0.001,0,6,goldsky
0xe6a8bdcd0a55507e718303dbc04373821a35433b4a71de55ee759f10ee6be798,onchain_unknown,0.039,0,9,goldsky
0x05ca5631944a321a1ef49f2fb5e6563a55a2fbcaf1d5fdad78447c9c8bcdef30,onchain_unknown,0.64,0,2,goldsky
0x191513e6efd34da9e2008033d9480fcc38c254e0e4fd25f295ed09bf855d4e00,onchain_unknown,0.8468,1,3,goldsky
0x1526687154dd27ea10795e6dc0ab3657918288f2daf933edebd5e81184b0065f,onchain_unknown,0.09,0,5,goldsky
0xf782fd2ec2f5069fae5dacf2e22e6793f3ea576eee67913d20cbf418a8d879db,onchain_unknown,0.5,1,14,goldsky
0xf6521040138daf9af9f644811b8a6fe868556c6f49df3d940fc2c11da4efc77b,onchain_unknown,0.47,1,1,goldsky
0xacac7498d26a73d1f8717c6de04f637b8071c1516c88e94a91f7b128915e8f59,onchain_unknown,0.23,0,2,goldsky
0xddc7dd67902d34fbf49564ad8231002f4c7efd4ce0d685e01659dc5cdcdd416a,onchain_unknown,0.75,1,15,goldsky
0xd82ae4e0148adae3834eb584f5c941c70e182421e5b10279f74a625e781a7c7b,onchain_unknown,0.97,1,19,goldsky
0x490cd0fed37014f63c4816a1052936682ee641d15139170b510e99ad57371e9c,onchain_unknown,0.5,0,18,goldsky
0x77a59e29cd4962cd6186269d13cfe44e18a3f430154a9c07773e8e8dd86a5d4f,onchain_unknown,0.53,1,4,goldsky
0x6ed0926619bbf21eb206ad6087e7040fcb72b882bd43aedbf7e87424e51cc1eb,onchain_unknown,0.137,0,1,goldsky
0xee54e1357aa24c96d49126f544aa0b2ba29235ecf532e87406cfd8950d88c3e5,onchain_unknown,0.92,1,135,goldsky
0xb21b1b31861b6bd233312c1d9165c7982c99e593b8437739c3714a742d47b39a,onchain_unknown,0.5,1,3,goldsky
0x86509dfbc0274adaba2f32bdc68ae0acfa78d54858944855fc863b89f1a10cef,onchain_unknown,0.89,1,523,goldsky
0xc773258f74d401b76b56a83280b331091f2912adf3908d4bc117a1b58fdc9727,onchain_unknown,0.555,1,512,goldsky
0xc6a1c536cc44cfedf42c1cbbb7714b6ce3780b67f63adc85a90118d55578ef6d,onchain_unknown,0.88,1,129,goldsky
0x5e14d53a6d3d894df6e12a64bddf564845fe708767d3de21ae56775931999064,onchain_unknown,0.61,1,8,goldsky
0x9507e1ecb9e325f20d85b8a5ea434fa5adb7a7d01834f4932a1b05ee6aea5f2b,onchain_unknown,0.98,1,39,goldsky
0xf2738d02e72018ba70c343f660c9ca1332146ec627f1a4c72d1ee6468d6347c0,onchain_unknown,0.52,0,3,goldsky
0xcccb7e7613a087c132b69cbf3a02bece3fdcb824c1da54ae79acc8d4a562d902,onchain_unknown,0.009,0,7,goldsky
0xdd014bd8e381534914db038919c2a93a2aa80b87bda587d4960d8ceebe94d9bd,onchain_unknown,0.7013,1,2,goldsky
0x7cd8c41a83f807b2036dfe5727de7ebe3848a076b2e00342a2585581136b1996,onchain_unknown,0.001,0,45,goldsky
0x7509f2927c7c35a33add23a33d84b054bcdf56843e26bf608535d1ef24e254dd,onchain_unknown,0.85,0,1,goldsky
0x76b1bb1edadce63ac8a8325f4bab6c03364ab73ba119109690d87dc027b76197,onchain_unknown,0.015,0,2,goldsky
0x7eec058742fb97de2b673c746b7e370a99280f26e9ea35b34516e6205346a268,onchain_unknown,0.735,1,4,goldsky
0x48e8ea65b21fee492c55d4220a1201f03dd33f3987593bdaa9c448f3faa2cfe3,onchain_unknown,0.49,1,17,goldsky
0x5e2a2b3b03a8cd0878d210a941b7e0fa039fc32fda6bd81f870f5919c8f7c261,onchain_unknown,0.47,0,20,goldsky
0x3b77f72830de082be59f95c93983d10324147d1ee2766bad0d26ee690d1e2c58,onchain_unknown,0.28,1,2,goldsky
0xe59730131f84d462899b50e2c9470dc9417e4adc1e5b3ea14708b5b2c1170e53,onchain_unknown,0.51,1,2,goldsky
0x2a35ece24f79140f1b4b76b0d0e0ede1da6f43e6cab044da2904519f6c4c747e,onchain_unknown,0.1,0,1,goldsky
0x43dbe57e111ffdd7d10452b73f715456aa61548fe0155041d713ee6106e021a2,onchain_unknown,0.39,0,18,goldsky
0x6bc1ad4d6468728654943cae6e5d5dc11009ea21bcf8805d6fa3e7b5f58e4f8e,onchain_unknown,0.79,1,1,goldsky
0x9e7596c0dff803f65eb098439e0c196bf0a3305a2b8ccae57fe8bf4ac036dfc7,onchain_unknown,0.999,1,2,goldsky
0xfb599e417a45ccc07516cbbf83a958971724fb31d411206a8ff756179b51c120,onchain_unknown,0.0115,0,2,goldsky
0xdcefaa440d5a670c9c7ba6768b6413e98ef87c91cfe5a810b6227f012da9cc00,onchain_unknown,0.01,0,25,goldsky
0x938a031b65f121d212e25bb3c7b9e7e02629a51315a108da5cca09287dab40a5,onchain_unknown,0.0077,0,2,goldsky
0x2981467025eae74e1ab55c4992297cd53d58048d7dae22345a3ac3faaa4e1ba1,onchain_unknown,0.59,0,1,goldsky
0xab93eb9651e2f0020a2bdfaae5f97935a135c659a6b001ea2519e98ce8bd57cb,onchain_unknown,0.7,1,7,goldsky
0x78e94dd2ba7432f95438d294ca834fa9e9893b5f8ed66500dd77217157b34893,onchain_unknown,0.85,1,12,goldsky
0xbc7b298a9427de41cb63f09a89ff0f71fdd66467c60b1984a41746a2e2dfb446,onchain_unknown,0.0198,0,1,goldsky
0x79a2ea5595dce1a5ffb75802b2b914d3ed0b7bb8d727ef2118d4a95ab4b035f0,onchain_unknown,0.001,0,2,goldsky
0xb9f73f3161ac029fd70b8d2292c2375076c051d829f1284ced4a5db412f9ea7e,onchain_unknown,0.09,0,6,goldsky
0x340c8d1a7e86c8d29e56bf6b33b21ead19edd840b27f373981430e4757faec4d,onchain_unknown,0.99,1,7,goldsky
0xbc692175b4f15cf690207042084c0b6251f6263e8516d999306d431a832c1f41,onchain_unknown,0.12,0,1,goldsky
0x390269f947e84d17d6631951bc0d1d21c139dd4d4ccf9aac118770b06e9778bb,onchain_unknown,0.46,1,4,goldsky
0xc8a898fa8ce2121e3bba1ee52120ed8ab4f8ea7ed5a6dcd9b138fe7b9e454c0b,onchain_unknown,0.944,1,29,goldsky
0x42ac3eb50ff077cdd7a7483795f2b9ff1eb5132ab07ae2d7b8dd06482a4ace3f,onchain_unknown,0.515,0,2,goldsky
0x6dbe68ed8ea202a53ac61ecf377e4ce14b9cca0548f7be09737e404e8cfd2de1,onchain_unknown,0.275,0,4,goldsky
0x89376424ce046ac1bcc60ca12ad2c4edcf5662ebb806f4fd863bfbde1ba86b39,onchain_unknown,0.45,0,17,goldsky
0x03c2271926c13386ceabaee1f925b9329a6d1472897831ccdb93f666f8105c7e,onchain_unknown,0.6318,1,10,goldsky
0x3c045c0de17da42e753831f8e0e1cd2d1224cb99f5e6e9d9c37b15bab2bc34e8,onchain_unknown,0.21,1,1,goldsky
0xaf53c8f5040d3f4a3a42d0d687a662f45e940920d486b979e0b7ad6b24b6dd8f,onchain_unknown,0.23,0,2,goldsky
0x076f5142534e9c751c698b265032cd386c2c73f2882a26bd21e468eb4c75a987,onchain_unknown,0.66,0,3,goldsky
0x68e59ef263cddd269bba5cc45fe90b9a9994d951876185ed28fb0e7bc2ee4980,onchain_unknown,0.999,1,28,goldsky
0xfc9d3e9f27217b2eb520f7bcfa9f2f13b26bb78e3ef63fc88492e2489b2eb7d3,onchain_unknown,0.54,0,7,goldsky
0x41ea9dadb4dc886f95b11e89bcc85d53399706fd3ff2eb4d3f0d8a7d96ec98de,onchain_unknown,0.63,1,1,goldsky
0x2b46a24b2b459f053f75b37bc0e547a159963bab2850c3690aa480cc840c4cf5,onchain_unknown,0.2333,0,583,goldsky
0x04d2cd281910c53b0ae792aa45f34075c48dd91d1ec27ecddbc46815908f2b74,onchain_unknown,0.99,1,24,goldsky
0x1908755265275c7efff3a5f78371351ffbd9c53e6273d61dd79d2bf2747b7e66,onchain_unknown,0.45,1,11,goldsky
0xcd477130ee05b7b441ce7667e5b3931825a411e2ed56efb149fd988e14ff307b,onchain_unknown,0.012,0,1,goldsky
0xe39092907e7e2dc2574d7005872152c80ca9d800843bf7c5402a91d93400fe29,onchain_unknown,0.14,1,3,goldsky
0xf8e73c35c4c1430b035e58352571b27d22eba3370faf23bd6a228ce769bb0957,onchain_unknown,0.62,1,165,goldsky
0x23f58c297e30cc7010474d546317c964ac953b5f218dc8337024dc09589cc012,onchain_unknown,0.88,1,15,goldsky
0xf8c728188acbf83a516cb43dd3e456e77c7fac0a56d4bc41c9bb6138cdbee093,onchain_unknown,0.007,0,2,goldsky
0x55bf47574d57a09b18537f6c18ae5ff925400512782b3adfcc946e71fb2a39d2,onchain_unknown,0.76,1,405,goldsky
0x96a483045decac02f52259acb9b3b88d064d4f9ab4c72bdbea4a7ce0ef44896d,onchain_unknown,0.91,1,3,goldsky
0x52a50aeace5061989e77715fb96eb4632d153b0857fda16dfe7fffd32ead6978,onchain_unknown,0.825,1,2,goldsky
0x4f98a2c661def8351f4a562dab8c5fa73b72ef0670e74fb528cc26a3077b9d6a,onchain_unknown,0.37,0,1,goldsky
0x9d0435a72f76f3769836685803b7950d21fef8cb230348d3e57c6304793d9303,onchain_unknown,0.2,0,2,goldsky
0x3a3395b478496534fe8cd9fa2f46b3a8955781f41323930f2a76ce10d7b0bbfc,onchain_unknown,0.39,0,1,goldsky
0x132fedfc0bec955253e903e0fd20db224a268487f6a34e25cd45a2b55c00eb4d,onchain_unknown,0.1045,0,1,goldsky
0xaaa6ee3092e91a716564958798cbdda7c0a4eb7bac578e726182810007f78fbb,onchain_unknown,0.038,0,7,goldsky
0xa3241898ac23ff72c334df24fef496080c75e08f2654fa89d8420a474d77b5c2,onchain_unknown,0.203,0,1,goldsky
0x8fe8b0f19001c5d61f186edc1991347a60eda9c5bc096f5f144c13d6cd72de78,onchain_unknown,0.001,0,7,goldsky
0xb740fd821a9718fa119c68acd07143e68280f04294a4123d11b3d930133aacf8,onchain_unknown,0.16,0,4,goldsky
0x63f59b5dbf9407dbae6138f2abb5d99fcdcf5d1f8978ffd882b07c83c97eb9ae,onchain_unknown,0.0025,0,4,goldsky
0x8200bc1b49e661ebbcd8f1efca4320a76488551b1e68575278cb503ee8ef0d79,onchain_unknown,0.31,0,1,goldsky
0x3981643c18b15adc9d1f5e1a81fbb3c8f67a7a0ebcb95fe129f17348e5bb2037,onchain_unknown,0.61,0,9,goldsky
0x10484251645eb8f3885903a39e696305cdd58f791ac31a7f35bb5b28f26136b1,onchain_unknown,0.01,0,5,goldsky
0x22472b24e4086d3320818d5347f79b3fcaf0536d19e4861d0a017b57dc45b3bf,onchain_unknown,0.76,1,7,goldsky
0x2ab25c6e905257251bcd81a6c0fc03148de199ce677dba2ca6c0573aea6b6c15,onchain_unknown,0.015,1,1,goldsky
0x77b83219213c931b9395d9a27e0482b0efc448a8a7d398e156612cc3f1d113a8,onchain_unknown,0.06,0,3,goldsky
0xaed0c0f8389097bff013db4cb9e9ca14c7bd3ae722041ff20327073f3d936c2b,onchain_unknown,0.33,0,479,goldsky
0x9078dd2ae4df0c4d56015169ed5f6d5e03cb9c83154ae9231fe6ecf30a54a0d5,onchain_unknown,0.75,0,3,goldsky
0x6710769c3570004374ff9802aa4f75ca6890fbf55e9e17442573bed3ae1a50e0,onchain_unknown,0.24,0,5,goldsky
0x0131c37b777242c27ef48d1d76e04d796e8767bf23b3075f830677890dce2234,onchain_unknown,0.32,0,1,goldsky
0x6e7f9ca2cf14c89b5c43186b391636fe3257b6e54561af8435690c8e558a7739,onchain_unknown,0.014,0,1,goldsky
0xbee3b4eceadbe551aaef411b7e4ed79d8e73552fcb87e8668b739bab622fc2a4,onchain_unknown,0.51,1,5,goldsky
0x41a9ac1bdc6d579f02b2302f777288c77c041820057cfcae8c6c3734333717d8,onchain_unknown,0.55,1,514,goldsky
0x51f0697e21446605f7814500fa3e68d8268e868638e6b4344efe17bc24b5463b,onchain_unknown,0.99,1,10,goldsky
0xe23b9f5c394ebf4aaed716c1c81a3b3f2413f515077e98cbf2fb473bb7f76c7d,onchain_unknown,0.94,1,3,goldsky
0x258c65f7dfc8d1a1d93844e2328518fa2b51fbfd4cd6d7830ae5d20b6849ce4d,onchain_unknown,0.955,1,6,goldsky
0xd4b3b9fa9f8291965e1d2bae6086cb4310488d103fbec9612aec54a5ed856cb5,onchain_unknown,0.2278,0,12,goldsky
0x1ac6a50ea18106d36ced054f2f426c62ca87a13ae5306896d95780bbd1fd13ef,onchain_unknown,0.9103,1,6,goldsky
0x8a7a1f4cc61bce839fdc89cabed8177020a79b969b4dfb4052b3aaa2db1ef52f,onchain_unknown,0.9,1,24,goldsky
0x48be2d5ec91b2b0bc419cc01e5c88c625cf619f78ef8c19c0c57b1724aedeece,onchain_unknown,0.002,0,6,goldsky
0xf524a00540af9659031c5e06ac8822619bd375911435c0b66b73181c5612b1c0,onchain_unknown,0.99,1,6,goldsky
0x94d8e0cd0264597f9dc6410f08317fda556291cc631b6367fc887ee96a5e23b5,onchain_unknown,0.67,0,1,goldsky
0x0f855f0e8762cb3e45475d102108210e87f4398fe6fdf5da0cefd822cb208fb7,onchain_unknown,0.065,0,2,goldsky
0x9f387839acfbb0d6de8b5c376c9001bf09aa5c1fe0757ffa0a93934d141928c5,onchain_unknown,0.8634,1,3,goldsky
0x3acb42d4a4da859a82ec3c78e6be641489985672ea7f28ae73da7c253af32fa8,onchain_unknown,0.001,0,15,goldsky
0x2a161f12a87d9754b7b5bdac8e67d7bf3e506a6b6ca31bdd2d181ba5da936797,onchain_unknown,0.967,1,21,goldsky
0xbdf0cacb57577376307ff005cefc571e258d0498d4d6cf380d84262a3740e1ef,onchain_unknown,0.886,1,10,goldsky
0xd344efbbda767f7bcb832b70b9745e72f8ab50cc7ec928ab7e18b01a56d51648,onchain_unknown,0.63,1,5,goldsky
0xe41512327f91fd696ef53dc30e53b81657d34cb1cf0fdaa19b5f7c1be9ed4ce7,onchain_unknown,0.41,0,4882,goldsky
0x5e442059e143c1de76bd4d58bd9e6c7cfabac6e8c0c34493f732f9e9870be264,onchain_unknown,0.032,0,1,goldsky
0x80580ebd234093890411a35a5c418ecfe131372d3936257be2ffa760bdf93d1e,onchain_unknown,0.39,1,2,goldsky
0x8bcfafc0b04f60e99cdbe2483c59bc2029872171315551aec5ab1abca7cdcf4f,onchain_unknown,0.89,1,2,goldsky
0xd3b0296112df1e4518509541e391693f297ffb1491466619f3caf9e71557a2d0,onchain_unknown,0.87,1,204,goldsky
0xb1f3b2e6f5d38814ee1c9ed8a821afd83eddbcb99a06cb09d539546e9c89ed84,onchain_unknown,0.023,0,1,goldsky
0xaf87fef97f642476fcb6ef3565f7a7404ef92b0d12769ab74a504f53187ef28f,onchain_unknown,0.1,0,33,goldsky
0x57eaecc01fa958ff154eaa7c62ece6d777afcd98cde69969af2880469d425556,onchain_unknown,0.19,0,1,goldsky
0x785fa708ee103a29d2f78fc217f8ad5d0aaaf10a7b7cbcffc01d81f72281a261,onchain_unknown,0.38,0,2,goldsky
0x94f24dc54abb81434458b1bec1ecdbc2e5811efb0c58c47e9262573e96a73440,onchain_unknown,0.95,1,26,goldsky
0x67a8543bf23f52dfe5c908f512ea04e749c9044a6ff1a9fcf32a60b936b79472,onchain_unknown,0.0085,0,2,goldsky
0xc16927a84283ab3cfa7cdc94057d05e585b2b4b3c3cb9d971fb3acbd0f1a9d5f,onchain_unknown,0.999,1,5,goldsky
0x987110cd8e2869d31bf6e184a3815df400034955f55e87804f76059a8496c698,onchain_unknown,0.2063,0,3,goldsky
0xfc0c49c13e6138335627e7a3f43ec891cfe6ab7a8abba1e960d2a87b1fe5274d,onchain_unknown,0.2,0,2,goldsky
0xaf981c8e0412e17e7ae5e9c9d21452bd5618f2bd58ab52e8e1d178775941ec5b,onchain_unknown,0.001,0,16,goldsky
0x56210c25d6328f07b069c224426ce8331ea3f8ab1928487596fdfba74c2ff4db,onchain_unknown,0.5,1,7,goldsky
0x601ed9aa2d6e1e5b406a1485934995fc5c4373d91f3e7fc219fb23e96a81e5fa,onchain_unknown,0.01,0,6,goldsky
0x2c04dbddd13f47611cb777316a379beed280e71a17b005482dace409db21d978,onchain_unknown,0.97,1,1,goldsky
0x34e6c47023fe505ab4f335892fbc0e7ae08e9307d183260218908689e69e11a7,onchain_unknown,0.38,1,1,goldsky
0x8e7a03cb1970e2ad6533b01892403516b6b3f5b5fa90ed7d104c28b27e40ba00,onchain_unknown,0.029,1,6,goldsky
0x238964c8e4f645d4bc2e4023b78f2be7661ec97d30767ca17f931862edc083c4,onchain_unknown,0.88,1,1,goldsky
0xaaa37a6748c1bd5c8bc20f30f9a6085fa1aadc7e9414360b304f3eac56e252d0,onchain_unknown,0.47,0,14,goldsky
0x5360f524a00e2d02089ad82fe32061742c2df6ad282d44d6f91b96f23c18af7f,onchain_unknown,0.004,0,2,goldsky
0x48d0d13c32df23aa679b57c34a96d790a525a795843447df079ea293b2a2f644,onchain_unknown,0.072,0,2,goldsky
0x53ab2b6d99d09fc4d18457c52687ab1b203bb45cbe6a522981470e779fff3ccc,onchain_unknown,0.29,0,466,goldsky
0xa7942606a094cf443cb44fca12f758ef81e268313322e159fa4194253546e431,onchain_unknown,0.59,1,11,goldsky
0x1889a2b777aea48dfc49618adfe5df7d9b564a3139223ebc18f65949e50add8d,onchain_unknown,0.0205,0,32,goldsky
0x1a994ea652d689cec44c0130bf132f843b54629e8b594650a75b52ecec9ff923,onchain_unknown,0.43,1,2,goldsky
0x99c8d5f69d6b990b979a56e4974f1114c21d14ab8b58336df32b876d0b3ca94c,onchain_unknown,0.001,0,11,goldsky
0xad74ec4c2b537ba1d1c914dee6a9a551136da2bc6706908aa406b028a5ce4849,onchain_unknown,0.03,0,5,goldsky
0xfd0978827782041827455fe940de9c5c1bdbc4f39aa15318fdbd42541dc0c898,onchain_unknown,0.815,1,4,goldsky
0xce77fea92b94231effb72877b90a88441433c4e12e0f58a779c5b8d5bce74bda,onchain_unknown,0.0311,0,2,goldsky
0x59d70fd5b251a82a84e7f3c7fad93b278de486508d56f416f5f473788fd3b8ba,onchain_unknown,0.17,0,133,goldsky
0x6a0a1887d37e2175f1c7db5e8d27113da7a5a34ae800bd06d73e69b088e44bab,onchain_unknown,0.47,0,1,goldsky
0xf4d27cb086a1ff06061b75971623e99f57d760c822be879442fe8bdd9b8421cd,onchain_unknown,0.021,0,1,goldsky
0xf1cc5f431c17e073b511955a95c7f307d83edf7b20d3c9eb85c8705800073fe5,onchain_unknown,0.86,1,18,goldsky
0x54ea914806de772d9bdae1f4bb9b06fefeffb29a20174ac2a98cb149bd91ea4c,onchain_unknown,0.017,0,1,goldsky
0xa1d97efb8a19de58d995edf58b882c4f99ef356c8a564af8daf888a7610edea1,onchain_unknown,0.12,0,18,goldsky
0x2a4e373c0d652509e6c29fb69bf23249c2f8ccd886f875cd6ac89c5c217db76f,onchain_unknown,0.27,0,3,goldsky
0x02473afabe0df874b1f6c2710d6b13da6aca6d723d9de64dcc71eafedc5152aa,onchain_unknown,0.001,0,6,goldsky
0x626d0441b078eefbe2c49047960e7a3b6b4512c235507a2528ccc0f95f2474a6,onchain_unknown,0.004,0,7,goldsky
0x2f6e73b77c95ee93f5d8ae3ec70b9d9634633f10a24f4af634982f551babfd3e,onchain_unknown,0.9,1,337,goldsky
0x1c82c4427d46c6345d987098814a97a6816101bc9075764ca919d554b8b434a8,onchain_unknown,0.75,1,5,goldsky
0x08cf32d2b69c0f573360ea57b3c4d5949e27317509b293513bb70104f4f44ab3,onchain_unknown,0.0733,0,2,goldsky
0x67ccacf25b776f702912ef37f567f640e8abd8891154d659b1c7c8b7ec90587c,onchain_unknown,0.7,1,1,goldsky
0x740d65f3efe216ce2151c97ea34a52189361e9db89bf7f91e87d411c0117a29f,onchain_unknown,0.0365,0,2,goldsky
0x0d4ca709025f50de4d461e8f01e7cebcb818b06659421922c2b40e8401eaa9b1,onchain_unknown,0.9,0,1,goldsky
0x426e1a2bf40acbd9ce628c5b5a3ae1ed01f9cea7dab904fe3c95f5bc65ce7c97,onchain_unknown,0.86,1,4,goldsky
0x0f5283ae703275ab36a666ebcc0ccadf74851041b04fa12164ee2acfea18211b,onchain_unknown,0.99,1,7,goldsky
0x4f0e9d0a3a05fa7ae9e62f59fdc10dd73bfe88a2cdfc6a46827a4bb4f8179600,onchain_unknown,0.12,0,48,goldsky
0xc0a1d806ee2c2758aa4ac687701c95da384f6929aab9cbded916bb5bf87ffff5,onchain_unknown,0.985,1,3,goldsky
0xc0c95243591db57e82d43cbfdc12bac5cada96127c304c23cb87bca5e964a3fc,onchain_unknown,0.54,0,9,goldsky
