condition_id,category,prob,final_outcome
polymarket_0x08600c7f41b4e94736425839b5bc3fb56f8e323f076648bfb31cdafa00bb0eb4,other,0.0095,0
polymarket_0x783282aefbff18d9f7f6dffd8433c62a1384c0dd3e4ce024f3ec1c6ca9d77ef3,sports,0.485,0
polymarket_0x675d42bb88bc9378bf7e67a2ab6c9567ad6ea77f489b0bac9f65fd18162d6b6c,sports,0.475,1
polymarket_0x6540fd1a54a61f0b8780465b38f52873543338bda422d692a668f9f53ba6ee53,sports,0.5,1
polymarket_0xc1cbb1942c76a51a3ff1df3e010332284e36576de8f2f1bc0c52762708e4cd58,sports,0.5,1
polymarket_0x9c816a242fc67f16ec982318c7996ad12ed3413909a1f0a815df8279536557c4,sports,0.5,0
polymarket_0x702bc99de06a971cdf4e1091c5543eb49babe59be9d8a3d32de36f613bc5ca04,other,0.004,0
polymarket_0x111c5cb8a65cd2d024823f5816caae6ab155de23281075b7e645419002c4e77a,other,0.095,0
polymarket_0x4e6ea158e4217af939e3c06acb21f79e6c7df9e8ccc8ce0209d6f0e6a1caf121,other,0.011,0
polymarket_0xefb2d4991584268543072eec55c8b8526a0beb1db08f12e17baea84c165a3981,other,0.55,1
polymarket_0x5025bebf99e52a3fe6a27493c2dbcb508969a105b323ca131c74310efd57a026,other,0.375,0
polymarket_0x42ab8126199ce7c4a5addc82afdd2881e031ad3b70180c2cc8976d185632830b,other,0.016,0
polymarket_0x6335f154b1097a28e451ea76e5c2c2831b955aaa7b0270f1f1a2a513adca991c,sports,0.66,0
polymarket_0xd6d7dfb382860c3fcc12c79858d7c6121494514afa7385757e02fa14dcea07fe,other,0.01,0
polymarket_0x85c3f316932cf7b77e48da2f2d2564e5045628e44f0fce068072d40a2edef92d,other,0.0145,0
polymarket_0x3c27546a3eadb69662f2580964da82bc4930b48e6ef78c17f2e121cfdfac2fa0,other,0.01,0
polymarket_0x41a94576e25e221f82b84189d2ba0bdb1507987f89b077ed5f231b2a5671d983,other,0.014,0
polymarket_0x888989d41fbcc5462831b5e9599025c926902604913eff48558eb1f96334bc62,other,0.0005,0
polymarket_0x0627c2b543de2327a8b3bb629458184dc4f77cc5554fe5dc733f922979f2f999,sports,0.335,0
polymarket_0x1f972ae4e07a74adf17e3adaefa00dc596da9d3612df84d7ab8abb18466bd2e3,other,0.9995,1
polymarket_0xa2c01a646ccf7c3896db226a5904626a00900203d233dd385a8af430a462c454,other,0.019,0
polymarket_0x9e1bf8ecb217b19d8a585798a9184ede7f45be1f40ac7b53953decab1f44a45f,sports,0.56,0
polymarket_0x4ef5475bae603c3550e49001ff1964f3cc45f6e5e04504c17050d493bdce1d6e,sports,0.8,1
polymarket_0x62785bec82bb94c8a73bd482dd66a1184a4ded9f9633a451db439a134a2de0d8,sports,0.915,1
polymarket_0x64741b01931243f8a2ed9561d0ea07edf29188c309bb3125ecb2d9e57a997e5d,sports,0.5,0
polymarket_0x2603fbe8c54dd4743571210cf413367c5d986327bab557d3feb481fa44479737,other,0.075,0
polymarket_0xcb05925281d23f6505970cc235091306764f28b33b2c977b06a4d183b8ceba3e,other,0.105,0
polymarket_0x2938aa4e950ebff4fd6d988987e1a5b2cff95d0d036bc73e7e7b5f5cfcae72b1,other,0.0165,0
polymarket_0x0b534f61fa7ec97bb79b20a34373202945bbdcaf13ed2a3c4162dab6a4072a11,sports,0.535,0
polymarket_0x7704c3e81a3076bb54776de601c53420e8cfbfdb7ace6a1e184626cf9e9ac957,sports,0.495,0
polymarket_0x6f6b2b6d73259fc04bb4939644040ccefd8954e8fb87d6080c17b7bce3ed3008,other,0.165,0
polymarket_0xcb00fe9e661aff4f27de293e68ec10715e234692ad56d52d9071bf34f4ed4fe6,sports,0.5,0
polymarket_0xabed6391f6878d0c1fc50326290fa83fa359b87913af278589c4b0975b2edd9a,other,0.003,1
polymarket_0x6f44678c7cdd64ba45ae6559216294696e67e5f7f0326990e5647b104a5f6f4e,other,0.025,0
polymarket_0x267b3d329431019b6f8b0b02a6554ce7e061651afebd6e5241e0effd0d59b2d2,other,0.016,0
polymarket_0x07615145ef989afed773784bdfb4f52cf67413dc6f2a569ef9c674a53672afab,other,0.0035,0
polymarket_0x4f4d84d3576afc747c0e55dc07f36c37baf4d948ea2e65a3f94b3e950cbb2acc,sports,0.5,1
polymarket_0x203cd3f52d5be4e5023ead6c2521b7995642844900dbcfac55df0373902b22a6,other,0.0105,0
polymarket_0xc763ae78144a467631a848b7db20ad4a738443ea2c67250d4569fd947691220e,other,0.61,1
polymarket_0x7943bff9aef644a4b1a86816fff6bc0964f500179ad01e855fd258f41f1f1d78,other,0.0105,0
polymarket_0x3ffadecd8b6bcad552ec50ccf2154aa44a505cad5d56ff340642ffdcb40acf2d,other,0.23,1
polymarket_0x9ce867c7d6814fbdec3ab736cd61e30b7d9bf45974db6f2d0128a70c31f022c9,other,0.9995,1
polymarket_0x6b925dd3dfb57560ff2a4fa1f9eacdd98aea3d97e3281516717d8a32b3d2879f,sports,0.215,0
polymarket_0x14838bc0ac9f891f638263dad46c9c3b8b4eaa7b08713394740534bb0513549e,sports,0.995,1
polymarket_0x243c20c799523e52d8fc5a1160522d045d0689528404979192eb627b0774b276,other,0.002,0
polymarket_0xf008f69969ca9b3af0391e50aad3825d30c8cf155104df4b4dad30411e689900,sports,0.5,0
polymarket_0x18f14cc1ec53413624199403822ce97270e069b355e1f614029c99cc461bb055,sports,0.66,1
polymarket_0xd0009520c0341163e2c410fb9d08380485fdb137b4101031a18ed2e8b2755f33,other,0.051,0
polymarket_0x7f328f18c44f3dc244a79ff7eb03258703aaaaa24ed08daa3361f55751014b29,other,0.0015,0
polymarket_0xf59546c4036c5bd3a6cccae9e3c76926749102202496a54917689ac017993420,other,0.0265,0
polymarket_0x63c31a0382cc725f2e5993ef9999c35ed9fa1e3db02e98182cbb38e7b30bc636,sports,0.87,1
polymarket_0x846011839a422f2cbd9c4ae3910cf1b3574a5c74592312b5cd80f42e599db163,other,0.011,0
polymarket_0xcc49b05743b5a40104ffdb12e181db8a0a7d76713b6c5425d223c4196d31a961,sports,0.5,0
polymarket_0xfdca258a08620616a1241e921e8dd841317f08e148676f86a2a74bb3b2c2d05f,other,0.33,0
polymarket_0xed4d3bf364d05a3f0dcb6c73b8af7641f798a22068b43ffd13cb09883f0e9db4,crypto,0.0045,0
polymarket_0xd934a7f63f0038b3e3fc89374abfc88969903465f4de496b00bc4226094e044a,crypto,0.065,0
polymarket_0xd7fa81e32f860e7553e8ea203a4801378ecd022316e03eeb70bb5c7ef17515f5,other,0.078,0
polymarket_0x17f1ba4982f11e383a1a319c0066ba33adcbd738ed76231fda4dc0dc79a36d8f,other,0.014,0
polymarket_0xbb7a2aa5dd8c1c0ea19f9acb0c221945a8c21a5118bbb2aaae2d4b58d57db0bb,crypto,0.18,0
polymarket_0xb7f07637b7b391bf0d3a23d34b22e03620de10ebad7e9135b895e45271f58787,other,0.045,0
polymarket_0x3ea3885f4ed7c17732db41ce4d8c8357a59bf7c1bce13cc267af3f1ad2714938,other,0.004,0
polymarket_0xd6bf4deb895afd243e5901ae1ec2f06664f64dce3e4871182205a4b27c7dd0c7,other,0.005,0
polymarket_0x2a69c9777eaece35cfd18ea00c78468eba1d1dec463f1ad9093f3489ac845078,other,0.25,0
polymarket_0x36db14d907266d1eb32aedc6683584cba65d3c41fa374bcbe9cd7aa38595f7b4,other,0.0295,0
polymarket_0x514e0384d0117f4d9a457f3efff4c586030801b18bd8ba1868b6ca1904cafefc,sports,0.135,1
polymarket_0x9f3c938e8888a02472e279a42845049078c0d3b797ff33e2e2d09b5e3a001fb2,sports,0.5,1
polymarket_0xe5e2ec0242174508b6cd6df1e61b7068e225127e034226ae8b905a66afd7697a,other,0.57,0
polymarket_0x753c7a101826c29edfda2ab57a5c12606003aff24cf0c915b7a6613d1a97f0fc,other,0.645,1
polymarket_0x23e0e1d2b4da335b3c2ac321caad15a7235a22215d4abec063c61af1a1e620f5,sports,0.375,0
polymarket_0x620621d7f7b62056b6f3ba00a936024af6f033958cebc05da787d72b5b9f764a,sports,0.5005,1
polymarket_0xb604ed7ef53cae0a5997c523ba84a652a213c00a984af1771b1f70a80f17a66a,other,0.006,0
polymarket_0x1e5c7db55f37bb7972901043733427f73b5692b556694fc3ad7c675da651b6a9,sports,0.49,0
polymarket_0xe6f56a44849c8532a90c0d5d15b8f7db840d97f9bdd696781519de8e06f16798,other,0.0765,0
polymarket_0xfed7de4800809d5a397e913d7f356ee7b24057b9dbbb580b82bd7eb9971daf0c,sports,0.5,1
polymarket_0xe98b1a760a423b40a108260aae039cd85af7f63b02d4f084bc613c573b993c7f,other,0.0005,0
polymarket_0xb9a053131071e36a156d2d4e7127264f4572d6f84601f4cfc9c77e13d415bd00,other,0.5,0
polymarket_0x4e674697fdfc3daedc528cef02f830286290bbd36cafa900ca9d303bccfbdb2e,other,0.0035,0
polymarket_0x1c4704f3be263bb289d2c873081e0c2b89dce247bfc24ad6f7e8ed254fb407e5,other,0.0555,0
polymarket_0xb353e53c59c8e9ae6ca5070b090f402614156fbb295af89459b88fe9feb0a28a,sports,0.5,0
polymarket_0xdfcaabf9486e94b2df99d8c556d3632e70c5d531bdd7214feefb0f5204c1b4c2,other,0.0005,0
polymarket_0x7748519b10562824364bab448433f37867646feff5c763dc49d63112584663cf,other,0.225,0
polymarket_0x829145967f90fbf0f701097326a97e9f059455b964e1f14dd2a8b3a6b3325450,other,0.385,0
polymarket_0x3b3300336201c85885f9f3859af490093b65b94ec960f74811b672682996be3c,other,0.0115,0
polymarket_0x7104d31d6e67b423428d51a7c5733302d5b9866eaba7eb370d5d8ef986104306,other,0.004,0
polymarket_0x15e6ef1f49fefe1e65f2082349e906b3832063cda510ce77ab2d69eb28ca3d6f,other,0.49,0
polymarket_0x485e8c270a045877c7a5a51072cb4f3526fb19c29fb91fc6fc11131a3311bab3,sports,0.115,0
polymarket_0xcb01f673b9a285d9742ea4e1253b192870c695e36fea8d77f0080c82f5f398e3,other,0.765,1
polymarket_0x5c1b08c06e20acd09b70afe69552123f25a322208e7fedce64f24767cd54e611,other,0.1255,0
polymarket_0xe88bc379b874cb6918de9bf8795a904513c24648d1ea05a5e9aa5dbd6750258a,sports,0.28,0
polymarket_0xc18af0305ba1e05683aff47c5a5804766052420c8607ded3075065222558182e,sports,0.0005,0
polymarket_0x67cebed27717a73e94c77dee4bbc7290e553a72c704a29b5e62c31d90ca88d01,sports,0.13,0
polymarket_0x886de239ad3de522dc0534163374c657513551ed50b4042e137ce67bf13b1401,sports,0.505,1
polymarket_0xc7de48360566d05af00d9732e0a2e1f0768daffa19de5a1b61edba3a08a464a8,other,0.55,0
polymarket_0x68b5a94ecbac3b34a65b58dc3961865271b97c0f0727c826440a93ed5ff1e07d,sports,0.365,1
polymarket_0x676e1dd231d46c10f242f666858301baf1d0c57c2202e9721fe34ebffce6bd73,other,0.0185,0
polymarket_0x17d0596f7e68e4f628f5c7210eef4864296094a13bd0300a14b88a40565c6b17,sports,0.125,0
polymarket_0x2ce21ae21dbab0cd76fce35db68b62593e0af3ed7cb0ca3e0c4d380cfe01baf2,other,0.009,0
polymarket_0x5d896ecf7965bea634471a7556ac6cdd5ef9b848b89d9f5bdc2b65ba1e5db504,sports,0.495,0
polymarket_0xf5191922b7181b71054ab0b925c60123f8f76b8841ccd366e79180445a1cb904,sports,0.5,0
polymarket_0x03e8a4590d3d4f2f2fe462e8f932ac01882567966a2a452edb76f666148397e7,sports,0.235,0
polymarket_0xd809047dfee4314ab16d95cb3d4bd2f986dd70a1067f57dcaaf77e86610eed52,other,0.0035,0
polymarket_0x3cad8b617bd8ff431d3796079dfa46aa829359c03b34dd571d1e073bad1bd9ac,other,0.0465,0
polymarket_0x95c7054a80fb39ac375370d8d98f1bc12368d190d10953060dffd0137cd73d5f,sports,0.5,1
polymarket_0xaf915cb4215c47d7660c6ac3c2c19a587bcabd31c2fd0853c59b151cd5e62f91,other,0.006,0
polymarket_0x9410e38ac5bc732d5c6a4a5aa0fc3a88b6f9afdc77b5bc6915ed817bce25224d,other,0.18,0
polymarket_0x860aa25f93ae601a716a787ceec3a9b729ebea1cf57fa7ee68b3daedd64bc5bb,sports,0.5,1
polymarket_0x76a290c1ec44e9086afdfd5982a9dde6709d05b518efab11f888516a4082cc39,sports,0.5,0
polymarket_0x6ff2ffc1b42def0c7d083fb5f498a1c4e8e299eb8ee7e481fcc8894a2f686a64,sports,0.5,1
polymarket_0x7dbf01cb8b07b842105a6c47b0a39500fe5957db6c13d24ba583033a41254dcf,sports,0.22,1
polymarket_0xfc1b3a124ade6ffad74e40aec6b0b9020b1744855ba3c35576177c97d160aef3,sports,0.135,0
polymarket_0x9703400e3c61074cfef7fa3a5003c9e086c500ccde48a2a0032b647675f3318f,sports,0.51,1
polymarket_0xe9ead8890fdd64677df4c9d9529f96b4ad7b9dc16187e7989d1978508c2feed3,sports,0.5,0
polymarket_0x9f5e1691ab0a943c315f7cc974bb085c978ff594ee9fa0306f76402c7f1009d0,sports,0.3,0
polymarket_0x1d65566980adbeef71ec5d5feee23a0fd5f809ffb25320abaf36090ba03df025,sports,0.42,1
polymarket_0x57e00c5d0af38f5c89799bbfb71ee6d0969223cdaa56c240edd8ec88a7b5f9ff,other,0.9995,1
polymarket_0xe5246b3d70a477480c257b57fb0bf750a687dad2e75657f54c312595ea76f493,sports,0.635,1
polymarket_0xaed98bc0d2bca99ac04fdd606775da3ae4db6a52fae01bab81880f200de0c52f,sports,0.675,1
polymarket_0x30c9597903db9703f7297b0cf9f98cd5e23bd7fad285ac7f591cce7589a14d7b,sports,0.44,0
polymarket_0x10a18e91d5ae84c6cfcfdf3fe6a0e3e3496cd0d813072650d80f899b86665208,other,0.825,1
polymarket_0xd9df51362035fca0abe835f69db1665627258dfa552337bb7d0ce44593d23580,sports,0.085,0
polymarket_0xf6e90da63863460a78be392294cc9463221a3405937f9a7acc1c16fb199e021e,sports,0.23,0
polymarket_0x5bb9d91e0f6b520d7580cad3428bb7d8a1405f255cf51fef9584214735dce855,sports,0.5,0
polymarket_0x83d425263a3c0cf452545f9fae679d569d8c4753d63592d39da3e05c223ed989,other,0.085,1
polymarket_0x1147099f359c39e6b7232ed5389da96637d6fc2aa2b9bf6c1c3c9840149721ba,other,0.145,0
polymarket_0x4048bd806c121bc87a132113070cafee251cc1ef91c251d9a9aa2ffb1e478778,sports,0.745,1
polymarket_0x64a124b0cbd10c22d03ac782e82fa21d76a4406372320ffe53ae4dfaa9c29f04,other,0.06,0
polymarket_0xd60d41ea7fd69cdb05089d419c99170443247210f087048da1fdd11fc0c02804,other,0.22,1
polymarket_0x19678cf14fd058d29025b2d48e9d4f3979b030a473e9240b8bd6d2966a274c1f,other,0.024,0
polymarket_0x3ec4f8a453b7fcda50ed87ad78a6a22cac0d123762e087a89d4348f7b3e5ec5d,other,0.045,0
polymarket_0xb70d983c66b17cd22b733c8c72b24ba6e623ead992db1d88fa2cae0058822128,other,0.0285,1
polymarket_0x2eb101521d4c37667666a3a007c6d89acda6c7f54a444d14c61b6e74f1553253,sports,0.15,1
polymarket_0x69013d41521a6f12e06a012c4b04e8fcca6b99565f67dbbbdf9f39f3cadcaed3,other,0.002,0
polymarket_0xc1b6cc5e0c64f0e476b2580fbe3efc3fac5c445951fe3f164e48f20d50916311,other,0.0775,0
polymarket_0x00c62f131b50a9e6cef6b6e2d22855c663326b7a8486f58748b97eb79f5f793e,sports,0.49,0
polymarket_0x087a547d9202ba7928b6f5d6c2d3aac06182e236370ee812dbde768de326b8cd,sports,0.0005,0
polymarket_0x03afd7da6ffd520c7d0249bff059de9bf4f5f3ae993b1c9a26d636004389f46a,sports,0.49,0
polymarket_0x3574967ea6e6090f8243298577178b391caf443d045bbfde9a2f3f3702b70a96,sports,0.88,1
polymarket_0xdc94cd7ba364829f78c56484761e22eccb57d982dbef5b9de852666187a80aa3,other,0.11,0
polymarket_0x301b154251f874fe66587efb5131bde608022e3816decc893051f6986da34f4f,other,0.115,0
polymarket_0x9fe130cd2ece4d03fb10d6ab55ea9ede569e1dfe1ffe62b4972affa2b2b51341,other,0.24,1
polymarket_0xed6f70e397d48b2e20d515bf3567ccc3e8941ef59178f1e2e15eb790b1b50beb,crypto,0.21,0
polymarket_0x21a2fbd8f3acf80b96b52d3f5dfb1f1df5d5da0824586cf70625669522b27242,other,0.999,1
polymarket_0x830043076cec6078696cafe754886afc231ad9874a20ac6dd4bfc4247ecbd71d,other,0.016,0
polymarket_0x4fdd1e79952b45c548781eff1eee2d56a38ece0147ec19fc3cd9915483f468ca,other,0.235,0
polymarket_0x12992d76920358550d8c9f2c4f1dc63bb8c2ba0be8d48b51b8b8cc459bd7efe1,other,0.815,1
polymarket_0x6022b3c1108e05b60d9b3e7f83a1151282e8ed1bddc4fc3662cfe7fbd3710468,other,0.0255,0
polymarket_0x506a139bd81c9bf530dc6cb5ce9f95e09866eec0a45d32f530f63d0c6cef0ad5,other,0.505,0
polymarket_0x4e29bfe6571b98ee592f14f34e02c52f7483f706adf5706bfdf9bc28b580b499,other,0.415,1
polymarket_0x82ddf484e7ddad6038dfd61a6fc3af8a9990baea6619a6abb3ca059c3fa36163,other,0.0085,0
polymarket_0x22254515565372beaaf600e1e7cc052e9e29972cefd6bf7030bddf280dee5ddf,sports,0.205,0
polymarket_0xed33d018b8bf0cb34ada6ce45df74c528314b2ecc2575c2251336e679375434b,other,0.33,1
polymarket_0xce39bb1419855a3ebc0226300f24a5f3ce48cad2d6454021118d42d0dd0c7ecd,other,0.5,0
polymarket_0x4342164ce145b8dccd09172438d9a0ea7f5f68122d0710e65323f7e6863ddbd8,sports,0.5,0
polymarket_0x7834aa68c7f720384460c9c48db0c8a1769a02303a0de1aeab578387d468a4a4,other,0.585,0
polymarket_0x348dfdb14af73f98540623e37abda3d869d5ca81bf4384b4dbf9e6feb9f7d9da,sports,0.755,1
polymarket_0x09d0ed29575b6f4cfa15fea9c1e8977809f77009a12f6f5342676b09e820837a,other,0.075,0
polymarket_0xda75a218894646bee82471e47ac75a9297a3f9441f57abbc885f0e88040d6c08,other,0.9955,1
polymarket_0xd4c317d421f557f9a20830701fb8d8953ad934a8bba7622848583ea71b3564c0,other,0.255,0
polymarket_0x9045a79c5a4a8c55a1690e13e7d1356396372284cb62519ff41cacf648423f1c,sports,0.74,0
polymarket_0x6c1525b6deb32c17463397d3bae0fd644f82c127afde74af43d915170f02475d,other,0.37,0
polymarket_0xef9ff1a00ad20295e6e04a83012fc8fcd20b613783d04d38092415aff18fc910,sports,0.475,0
polymarket_0x9b017c90e78b5e4a2045826952dd4eaa1f5c56250054a4ade32c7a1163010c98,sports,0.5,1
polymarket_0xc7995ce2a8c03d8517c889cba1fda9777d8d3537ee0e6619fcb6f468b29320c4,sports,0.125,0
polymarket_0x4640ec393d33ba09c3dc4c4286edc80dc1ef45b63ee96d417d5489bf324b9eb9,sports,0.5,1
polymarket_0x859451b7ed9d23ee38ffaabd98ab0c15142324d3b1f09b99d205034f34f990b5,other,0.055,0
polymarket_0x91ea361f8eba82f49add1e92a2ba5a035d6a2da8b59fab2807bd1042e6614671,other,0.535,1
polymarket_0xf64881ce446a8def75048bc689edf3beb41fd04ae9b9712acb7bacc4d3073ff0,sports,0.765,1
polymarket_0xec499b83b70c5efd5852bb5289b4a4bf4aed22e871ad37369d70af61310ca3be,other,0.28,0
polymarket_0x0695bfa6fa591fd9bbda9125033ec8ab664077e806ee1d66d6ead1ead9a547d7,sports,0.5,0
polymarket_0xfba99e23af58d473a63e49ce3bbc5ac76c65a0c7b72685a1688a1f4d39402cab,sports,0.5,0
polymarket_0x07be78a782d18064a05205ea45c70adbd34ee97b648f151349db16e096ce0e21,sports,0.5,1
polymarket_0xa5d7546d76e0ce56b6675d83a8a9eadfca648fbae08ce6ef7e3d4b2868a02cea,other,0.002,0
polymarket_0x5710cb060e69bc5704315a466fe4780c19f0cbf1fbef533f43b35b83c10c9c46,other,0.0005,0
polymarket_0x48e78980372fe8536a3af85faec8f389a2617fbac1e143fc2d7b644d81e0a10e,other,0.5,0
polymarket_0xbbe6d8d39cc5309ac146a161e85edff9ee39ec551a69c7c09bdb8f512dc34b1f,sports,0.195,0
polymarket_0x99069f3be20f5ad41877d09052e3119f357da8ecd4385d65b605a0d249aed80f,other,0.325,0
polymarket_0x5437f1081988159624370ae62d11294c1896a06fa417cca9a8e3aa24f848aa8b,sports,0.5,0
polymarket_0xecf3902ee7302fc70a9499cfafff7a6e37dcb6defd5f9afd10720132e8edcbd9,sports,0.5005,1
polymarket_0xf2b2256602ff45834b7d5b6f35db665e046d78aa3d20115bdce4e1400071b253,sports,0.5,0
polymarket_0xa0cab6af61dafe7897b5f3e78d536f6b1cfd03ac96a553695b710c5659d9a16a,sports,0.5,0
polymarket_0x2a1d2f4ddd89be2dee86e900a48cddc5e2eb94e78b002cae20289ed3c8fcdd87,sports,0.5,0
polymarket_0x2fa4e0a430eebc963d212f471fe1bb5e7d45ea442f48c02897b8179947a31a60,crypto,0.24,0
polymarket_0x5a4be501b45b0ff5f57d9af217949fdb73aca358c8f7213a47f6b14043afda7c,other,0.08,0
polymarket_0x860e7334cbf88438ce533057ec8409669fb58e00afde406537e6e43670ce50e4,other,0.0005,0
polymarket_0xd369371d6b558420c9335bbb951a20b25506a1bb96fab589adc94d331769cbf3,sports,0.5,0
polymarket_0x3550316fc0692ec69fd961698a2f9f20ad18571c9bf752308421d3ad735d939b,other,0.08,0
polymarket_0xc472b94da472146895cf51264b1df8fdd774fb7d8ecf061b475f915fcb9a4823,other,0.0005,0
polymarket_0x013f2310e5e5f31db3dc188e07ce24a8ffe0a782eb877fd7a549b0f4c90124b8,crypto,0.07,0
polymarket_0x56a19cc92a36d90e7f38c8d0a45da8362d45c8525a766db9558153205fb5d3cd,other,0.008,0
polymarket_0x752806dfd6682d671309f5acd93edc85e552b53575a3554965192aed8fd71e01,other,0.375,0
polymarket_0xb93af95e5d54e3339849ceefe604db3c6f1255d91d2122df9c6d75921c79c5b9,sports,0.5,0
polymarket_0x0ee3cda6b0de9439e515918725bf79fe10bf0d15cfce5307b6212d5d44473862,other,0.86,1
polymarket_0x887327da940f5a6c1126c22a1506f6768cb963007427094f465008ac0d388a27,sports,0.9995,1
polymarket_0xcd3c4c6747c839f510c62406a707b8a4e207e11640409145aebb4ca64445e76e,other,0.04,0
polymarket_0x92cfb79630509b879c6826b87f2f3754325c1a152bf63d748fd0874560f916bf,sports,0.84,1
polymarket_0xccb20b7cbd62ae54e67f97197e12ede5b8ec7338655be0083b4540642e0a3998,sports,0.425,1
polymarket_0xae05c2144388f438ac57d3cc3845a3cb0d4b683f92ed7532ca610613d6eafe0c,other,0.105,0
polymarket_0xad27ddc4a1c00ec9278d28ea6b63f0a7953c064c080efcb6d8e0d572a980d93a,other,0.0245,0
polymarket_0xa111f7ab24b257c9210499be7ab717f56277f8afb9147448924c4dda7377e01e,sports,0.5,0
polymarket_0xd365468fc977f2bba6a57ef69a0a72ac26bc94ede01e66c92276e120e759f90e,other,0.405,0
polymarket_0xa06c7a25d0aef384aabdb512085c88bf6efaa3d6c709b5deed19e42958d4eac6,sports,0.74,0
polymarket_0x4704afd79e77c21a1e57143ca1a6f64e9518ad1a02f9f1d1932964be0aa17987,sports,0.185,0
polymarket_0x176a93762f4a9b47ef6ce4ba55c7aac71d538c6c7fd600649b3c332551438f3c,other,0.365,0
polymarket_0x560cb0af355ef7009f4de66b4cb8dce7838e75f8cd2014f53b6226347ae72f8b,other,0.0075,0
polymarket_0xfcc07ad32bf5e5d29664a3cf6fc295db00d2ed1ad4a48ae9628970b8b992b25e,sports,0.865,1
polymarket_0x348a7f919c75ae1f6daaababdc53b4db2973826b622e1a6b17c86f4d1725e8e6,sports,0.495,1
polymarket_0x6279c9f2b22edf7107ff8a074ec28716f74d14476b59c8cfdfda6276d3093c7e,sports,0.095,0
polymarket_0x8d728d111967e1a40026c4728c3a02e27f1f90e96466437a7275417979c7af71,other,0.425,1
polymarket_0xe74669107193caf61441654a7f59e11cf0f2cd9c269b85a981d17e4459479e9b,other,0.0015,0
polymarket_0xc9912776fae0cf469f0ebb29d27c6c1bd8afa42074915a121516074ffb91785f,other,0.345,0
polymarket_0x1af238234c31dfd7f13b5462519792c453f94c79ebc8d13822a4ffcd8b818884,other,0.0145,0
polymarket_0x93cab5a8f1171b824ab4229f453aeef1e40d80697efea2317fdf6055e4f64c98,other,0.007,0
polymarket_0x87d4d45a2b34a7912c962ca701bf2ea7cc067c2e5fa4c8a8ffb207a0ae525548,crypto,0.675,0
polymarket_0x3d0b13e52939fb03fa6c3cae279ad74dbe634c4f4437c6daa52bae0267b87d5f,other,0.05,0
polymarket_0xa9780a68ba6bf8943bce6a60e0b0bdd6d579b23be55531601a3f540a8d020bd5,other,0.2405,1
polymarket_0x628a3814dc64a68dc3e6edb92db6d4cf7c6fd0d8b68d695098de49785dd45b8b,sports,0.475,1
polymarket_0x38ef216e67900f2618bc2beec2fc2e001674c64b1798aa88831943a38e26f51d,other,0.9945,1
polymarket_0x1f111bfcbaf29bf2015b7f7296709e4c8ba3e9180cf6b0654d8fd0e033834679,sports,0.515,1
polymarket_0x11f1cfbfe078183a353bfc7055c70f2763c2a4ab2486de0bb53ed6288868e4f9,sports,0.49,0
polymarket_0x41adb77c5ebe4d77ee7b686700c6bf050fefaf9b6848805c0e5337651183580e,other,0.0035,0
polymarket_0xb2a746b57ea0d3101a198da2d7b70a17da45613f7a4018ca5481649c725dcfb3,other,0.33,0
polymarket_0xb3664caf6d3bb52354ab1f7445bb8866fabfe6113674ab4474d441cb684d3dab,sports,0.5,0
polymarket_0x7665e018c9061117c0c6e1aa581c274ac044a07811c890f07ce47a71e9907550,other,0.0005,0
polymarket_0x9a84c17f1f613a1348471792300bfc4906267ae994a3e0889f205c4fdcac4daa,other,0.73,1
polymarket_0x81a824894b24d683fff8eafeb2b81ff03234b69d77420335e4a6b18927dcc906,other,0.305,1
polymarket_0xeee753bc2f270b870ef6c7cb32218df51df31bc0e3f97931c8fad7339b3d219f,sports,0.595,1
polymarket_0x9504ac3b8bf75efb466ad42e61780d616d663a843949949e9a1a0ee2d8d1642f,other,0.034,0
polymarket_0xc4b44ee7156bd8aa54883e509352a5abbbf8fe40355a797c502e9cb648b8c995,sports,0.3,0
polymarket_0x5ded3c88780fcd2b39f5714f7628d009a8886adf830c178398daa903ee7909c9,other,0.525,1
polymarket_0xe01645ef00c21ccf4ac3d96ecab06f5af74165a83bef076128b8f64b46449faa,sports,0.14,0
polymarket_0xb8c71861bf1908817c94e84cf5eea6f51fe913860fd2243cd80af9ee5abbd1bb,other,0.055,0
polymarket_0xfca7e2c67545893f0911cf5c3b6a872534bbd6787314d2926afebe5411cc10e5,sports,0.5,0
polymarket_0xfe4c440345b888c44c0a76e1c358f8e58909ae0ac5657766451631eb5c89b7c5,other,0.0175,0
polymarket_0x5d1ae59094076b38e354f0f1d3ac5b1277814de8753237890fcfca181aee5fea,other,0.08,0
polymarket_0xf0b04e309eccbecce31cd3707e7feb649d2f562fcf85be0220b9c9bbd6eedbca,sports,0.5,0
polymarket_0x6323da7db6e5a57d71a03e2af972931db3e4f341261b331663896f397dfa0f17,other,0.9995,1
polymarket_0xb3e3079b0cbc967cced802d8d279e5ae8fb40c743bf36e4f06184e6d1add0220,sports,0.5,0
polymarket_0xa205d747d4988d8fe9f9e0080e6b93e72befd63e03cf1a2094e2f5c4408c19ca,other,0.0125,0
polymarket_0x5b6aeeeecf17989e3630b7c698771f37b44918f194b0f60cab19e3c2d82619d2,sports,0.64,0
polymarket_0x9b83be2e67b1d13e299ef5a1e4a7d7682cdd69f5610de31afef10f5a27706ab8,other,0.325,1
