condition_id,category,prob,final_outcome
polymarket_0x6a5e0380d2c34a90a67947e4a69988155425ef587a2cae422c2074acbf19a94b,sports,0.365,0
polymarket_0x1e1ce07156eef1e5cecf2bd2887be019d38049e1be4c323ac9f8a8e4e148f1b4,other,0.022,0
polymarket_0x60632b29d98b6c899c62404962576d0ae84bd81d1270e03705164987bf3776e2,other,0.0275,0
polymarket_0x614739dfed326451fa55bedabc97c1942e7cd420264cdc1c8faec82765706f7e,sports,0.0005,0
polymarket_0xaa7a42b6d71e8bd7fec17efadc76afa298ec4ccd8fecc538d63274d84d483c7f,other,0.47,0
polymarket_0x0e47952b00385da3553383b94e934d50db29fe785d354418e387dff7a1ce3fdf,other,0.0145,0
polymarket_0x5bcaed0933f8b1ff19516138d9a47b866055d0baa200f27443582eef807a80da,sports,0.5,0
polymarket_0x1fe1a4880a4a2d3685992f633fdef4855825102b4e73d1910c1a62d8a18ef401,other,0.23,0
polymarket_0x0ca4851ca07be11c315f84b57836c38a52b8d89f017370af1951e3a1655f6758,sports,0.535,1
polymarket_0xbce06d7d85ac999bbed0a72ea3739c0720968bc8446eba6d16f2dbf8e4c8fca2,other,0.1,0
polymarket_0x4c4ef98ae7eb13203f51ad53e485b592f2e2e0b0323d348cc00f1f946f632289,crypto,0.07,0
polymarket_0xcf8fa8f25b6bd660ccbb85e2aeec86fdfb5fc63bc3f3941ea1941d81e136d75e,other,0.0005,0
polymarket_0x5c82c70a813f359b3f3ab15b1e3f43cfa611a619d543a139019e2357f0f254ba,other,0.0045,0
polymarket_0xc3307e2506d2759fbbcc6ca70969cbf613159ffbbdc166bd1fca36122d13cc9e,other,0.995,1
polymarket_0x8e42a5febb949c3d0dc664c44addd6dba4ace40f7d54697f475c698e303d06d8,sports,0.355,1
polymarket_0xfa62e3a3543faf002df566314ae5219d9b85cc51e068fe997bf5fe210cd32671,other,0.545,0
polymarket_0x9f72e905cc91d6a11a7f565f3fee4df9bc246912560ebee165a0a6e883b2842d,sports,0.5,1
polymarket_0x24fe0901307f2bef35a04d0de750a8323389a02953aac742f4c510d11c2b1240,sports,0.3,0
polymarket_0x8a766050c59560f6b1bac1d0ac0b51ceabdb7668de77541a0019ee8bb625c3ad,other,0.625,0
polymarket_0xe484a7010837a45d8a9ebc2b7f42b3971f6e93ab184009d5aed9148a8ffd4c81,other,0.005,0
polymarket_0xb7c779fd79f6fa7f973dccf83a315ae98dbeb056444fb605239299f8d1620e29,other,0.14,0
polymarket_0xaf3f3e59d7ed05e31d40d45a09e09df36be39f97b8243b39f589cfa2ebc83b31,other,0.305,0
polymarket_0xd99666ad56bb99294d3a2cdd78756815292e210aa79cbfe06cda178bf159bf4f,sports,0.845,1
polymarket_0xa47ff6451e56f3f16492a54884184b0f9c4785af65e8b62879a5cee1620213ca,other,0.004,0
polymarket_0xe62d99f931e14f745fd85aabd98150a27fc80c5479a07796ea9a0db7091f72a2,other,0.325,1
polymarket_0xa2f4f36e716cb25ef003a0ade4353fa109c0b9375943a54ca6d651beec22db9b,other,0.0005,0
polymarket_0x3897f2ae059cce2487d6f80b01906e9e29c7f291f2d5556914257c5fb60830d1,sports,0.105,0
polymarket_0x5b6e1a00df9f9d2bccc8fe7245878b45868fa63c47e8d18fb0c71a67abe1f19c,crypto,0.0045,0
polymarket_0x5658d6719e4ad3c5b1a004b582ef680d93b50e73e070b3c13d53e3cd52a68213,other,0.5,1
polymarket_0x52385b2bf6f6a58c6a1b49bce63ab61654e1f455347b2190f4924528b14fcc7d,sports,0.685,0
polymarket_0x8bcf42277fbfd055427e00a3bd83ee0def0cc0a7663deb71700f96c9dfe2f398,other,0.016,0
polymarket_0xb76def61991165d3979430fce9e0598eea761120bf77943055a3bdf666a18a35,crypto,0.24,0
polymarket_0xcb174c5695836d1be0d782dd5e5246e499c4be0bc55ab6076c4eb93a0034301e,sports,0.5,0
polymarket_0x5b58a7d4133859576e34fa7aa15225d5abdcd4646b7d3ddc86d013b639d41f86,other,0.0005,0
polymarket_0x65947e6a29a24ae21d4d9579a0a8c1a76698ebbfaeb9b207ee270e289efcbc5c,sports,0.05,0
polymarket_0xd0490095836c4b52be74c89dad3fc4ab95d09d0e366040fb706815e863e1afa2,sports,0.5,0
polymarket_0x857f6929e75d0d6c1563d129db16daabc559e2f0f91abdbf86e7da9a299c5ba1,other,0.32,0
polymarket_0xf2cf018ed551d33e00fa3514bc338efb444699a21e17b000e54289aafcd8b26e,sports,0.885,1
polymarket_0xf6238bbd5ab8851c22fe4ac6631b364fe1a9649d73b189c1059882401e693722,other,0.9955,1
polymarket_0x7a59e26d2f1b69527708ff9e46096b2135089356f3d26e82894bfee0869c0397,other,0.0035,0
polymarket_0x8f903d73834033ca8a3f0eaee946cc8f7685d35a7fb607535b483a44c5a3b848,sports,0.5,0
polymarket_0x01450d5f158d9387a5ce30666e1d667a92b5ee6da9e63a889d54e537bc6bab0b,other,0.67,0
polymarket_0x2c698d9a2e6a5611a41a850e7bd2aa4d52e83f7f4893dbcb77ff01701f7d2f62,other,0.33,1
polymarket_0x9bc05bd5a79524889ace45940c0312c09dcd43ad7b60569b16af5dc224818f68,other,0.19,0
polymarket_0x29483270f83df4b0f12247e926fbb3b275c514f46e579c2cc3786a6071929884,other,0.115,1
polymarket_0x050797c278ea0195ab368d882b252d5a53271d957893ed55879c2054adcfbb24,other,0.51,0
polymarket_0x78cb5368605e4034713e810e3cbfcf133c5d6ab902a0925084240464d73a955f,sports,0.0045,0
polymarket_0xbbd1cebf16606be8e041ce454e123ce319950b28db91a399e686b513c4c6441d,sports,0.5,1
polymarket_0x013e66cada5872465343a3d86ae77de318b574ecc27c8bcdcb1675a3661e1b2b,other,0.125,0
polymarket_0x2174df7bf9e5a49db6106a97c99b9d391b0d250f97aaf5f143d377ac492e9be1,sports,0.0005,0
polymarket_0xc0b1ee0d6a963438d657de5441cd19d4c4e57bd3ce385938604fbd4ea1a05fed,other,0.185,1
polymarket_0xa72912cb03035cef04f50c30cba415455cb449ba198b9fdb07f5776557189024,sports,0.435,1
polymarket_0xfb7ea04d81dded00aa274e106ac827b148ee1512db304ed34d63abf48cb78ed5,sports,0.4995,0
polymarket_0x3a8243c9d461535b81101d1d401827d003a644d0cb14a4ced713a5107f806c50,other,0.0005,0
polymarket_0x0fbbe050e49543673b15a39e0f578a68854f736ec6c7e28eee2c9f513a0fdc2b,sports,0.265,0
polymarket_0x3a1e0bad436abf7274ac256733b539975546e11d0121f2d84922a586d6e691cb,other,0.0355,0
polymarket_0x409268fbb119d1d9afbfd8df44dac909c7decdc038ddd96d0275e09f599f105b,sports,0.5,1
polymarket_0x923ee33535571178c9af823dbc919addb0a82f01f28aed58231a29862b9e63ff,other,0.9985,1
polymarket_0x7a0dc430e2d410a117792fca7f63a241eba17e3f69078337422549676ab468b3,sports,0.255,0
polymarket_0xd64ccc4c2d88e2bbce8d1c8042bfbbad4407552b5acf72d9cadc38ca014553d0,other,0.0195,0
polymarket_0x833e942aa9adcaca8794e55cb16f0e487155eefed24ddea618a1bd8ef6a1d002,other,0.5,0
polymarket_0xe72dd5d7738f23bfa7717f83975df540ff313665bac3e81a0b7f06e74bd44bb0,sports,0.9955,1
polymarket_0xec35f386339ec1a4f341d23362b2dceef10c2e9fab988f84a0d79d464cb85c0d,sports,0.5,0
polymarket_0x3ffbe525251ac888a854af69cbe683a5da6da0661dbb118ff9c527e0f61b511c,other,0.0245,0
polymarket_0x48fd1bd42529457a7e10ee9b3e6197721f09403161759cac35345ef2795ec6ce,other,0.0605,0
polymarket_0x3b86907bfd9bb024a6746c9bb0350ba4f059d119acb6ec53dc6396e2e16faaa9,sports,0.5,1
polymarket_0x35e937a4e49ce5ab4773fee1be84d583bff4b1fb168d1022cf30eadc4a1298c8,other,0.0145,0
polymarket_0xf7817fe043256573640a3576abab7e45a38663abf7fb28e7519a58675d79f2a5,other,0.0005,0
polymarket_0x1e68b67d0d54dea03abebfa82136dbf27651aa93624caa23f59d0031fc735190,sports,0.475,0
polymarket_0x1678c81a4d5ca2b6f9434266eeb2892a626e908d726d41177bae927deae945ee,other,0.525,0
polymarket_0x241d94bedf9ab97f7b5bbfa5c28546827ec0a7508247e1c4e586e6bd2fd07302,sports,0.255,1
polymarket_0x3a1f80c293e71fdd2e947fa5f46e3089bd32dbe570064065f4d17954f146ab32,other,0.005,0
polymarket_0xd0f9ef21765a39de0035b34439baabe1164c731d427e3a899814c02d1991009b,other,0.125,0
polymarket_0xf3c1698cf5f0481cad00ce38e582937d8c67e4a861b72bf7da09e554cd605ed1,sports,0.5,0
polymarket_0x000e14d57f237efca90247b1e2e18193113827764a0d85d7364245d8c31f3979,other,0.205,0
polymarket_0xaff4600fa11d96b7a7ca99acb14af9234652b2a35e4dd2bbdee10363645884ed,sports,0.445,1
polymarket_0xc0ee8bc21204de948619fd9be408c41c2675ae83f659f356fc906730a2e88b49,sports,0.4995,0
polymarket_0x48c69b3d82e37d4169c8bbfe574558391bed9e52e612374608863faf28c41130,other,0.645,0
polymarket_0x4955218f78d89d0a240ed3fd19ec8320ca9e43c33f657edcfb58f869f983ccc3,other,0.9995,1
polymarket_0x7f21a03e800ed0a28f8ff739f564bc6e7b14dc462c7d60c410b2fcd8f564ca79,other,0.49,0
polymarket_0xfb45874ab41a8ce2e5c037d9d3b3fadb02ef02901005a89cf7ece769ee341f9a,sports,0.5,0
polymarket_0x362efbe8ba58098fb2227a7b615c06d080643f0d2dddf5469f19f32e416993da,other,0.0285,0
polymarket_0x485418c2eef41eb3078624c431ebaf44ad4323fb460ae8cc52e3669f6780db62,other,0.007,0
polymarket_0x9f259c9733ce2dff1005cf945d0f8a6b12c64dcef7dce75f4f7a2d80dcb3434c,crypto,0.0105,0
polymarket_0xd9eb76b615176f187bae93e053c73c05a0193f6f70ceee44b9479909370ff89a,other,0.0035,0
polymarket_0xc290ac1b8799eda4f16251ac6fcff5ea9c161533ea72758298c451890bbbc0e7,other,0.155,1
polymarket_0xc8796ec5f1c9e81d567882c5a5bda95d89653c38d6495ec865374d0a297da3f5,sports,0.5,0
polymarket_0x17883de059871fe57cf994d3568d73fa103c99dbdd40a1427a3c3ff549c881b7,other,0.345,1
polymarket_0x2d9fb24c8b7b96f28e025c7c65f9df43a1a6c876bcf91fa2646f72d5795aceb4,sports,0.43,0
polymarket_0x94c8411e32d3e62ea3094a6b7df7ff84bca85d27a9b50a0ddc52f8bac04b342c,other,0.66,1
polymarket_0xc3844477f202d046361a27630f12072dd28c024de89505db0fd31342f9192818,other,0.245,0
polymarket_0xe12ab6c66755a97fc22d53c591010c48b226d2dafcc809c43e8eda9a7cfd0fcf,other,0.65,1
polymarket_0xa2680df606b7a140cf493ef78530861a69706758466a1174341897a72ecade18,sports,0.53,1
polymarket_0x8a569fc1e90b05c9235dc5065c6fd6c9b0506f3f2f126e03984e6453dba94a24,sports,0.365,0
polymarket_0xfb3814469992274e5fb77838c4b43fce497c53436bd160b3ef4ffce168b3271e,sports,0.5,0
polymarket_0xb462b246b7f2fec69edc95749de0f4693afbbc78490d042b14150f4c7989dafd,sports,0.49,1
polymarket_0x743a7044ad2898f6a5111615d43cdd5e52106705e8caaa29f43bc46cedce874e,other,0.195,0
polymarket_0x055877e8a4e59912664f054eb4a3759967c2f852c158e1d8d92d85933412700a,other,0.41,1
polymarket_0x7d635748eb65e58f0db277b3d8c0e4cf23bd642672234ddb69f1ec7d7570143d,sports,0.065,0
polymarket_0xc9ca7fb1ba97679e967528cd98854367c6dc13fee09e637d1351c8f0a4130b2e,sports,0.365,0
polymarket_0xe438d523fe39fb4bbb934dca179ef640994f83d3cd3969eb5d23b427ee6b0792,other,0.24,0
polymarket_0xdd1def0a2da210ddc6700e5affcbc50503402cd630dd8ed6efa2d720cbca60f9,other,0.38,0
polymarket_0xb761dcb3b2cae7ad48c5ae87d28a63e67ed3fcc68b1ecd18b662da9e37f22ed5,sports,0.6155,0
polymarket_0xd3e12dbf0c3afa96c7760a4e4f0369eb08661332bc14078f13f6b11c252e1e52,sports,0.5,0
polymarket_0x1e21946002f0dfcc739456a41349e365324f149f878131d3eed7ad9cff6c71a0,sports,0.25,1
polymarket_0x182ede6eaabb3153743c9bfc6563086bf731ba8c66946dbcfca442f8f45ebb9b,sports,0.55,0
polymarket_0x781f23a91c9e830ea67f01f94310f4c694f92e7c3ab927101a296bbd116fb413,other,0.775,1
polymarket_0xe807086f85d8eb4a9252643874dff34eff2ccc946a4d313cbad951ab37fe993a,other,0.005,0
polymarket_0x989dea59f6404d98bcc4f53ebcca5e8c61a3d874230c2cb773d2f38deaed37e0,other,0.17,0
polymarket_0x16fd6f3cdfb5551e8797bbe65fc84178bb483f35aa44415d9a75c6ef0abf2722,other,0.0005,0
polymarket_0xf71ef694bdf6b7ab61b25d142862462d56802037c4ae70ecf99b1308ade04bb7,other,0.029,0
polymarket_0x10068884d8d2bfc9901d82b4c776117ce507ed47bc0ef45156ebf47615771f44,other,0.012,0
polymarket_0x0f52729f143fd66e3127b9e7e4ed82455cd86f0e52f57abe82ab6aef352475b9,other,0.015,0
polymarket_0x72f1cc235a57d9cce046b60113c7d0844a407f68af58303c6ea6b01bfc627789,sports,0.255,0
polymarket_0xebdd10d928e938fd1f5eb8e84557d7e9df56079b8b38b4635ba6d66c676e6050,sports,0.105,0
polymarket_0x63a3d9881dadf6980b0f8c5526e6caafa64c00bdfcab87980a7de17cc900d993,crypto,0.195,0
polymarket_0x054a8045313e37576795b70a8715977e9d25047d35d7b3794c4c584401c876c9,sports,0.5,1
polymarket_0xe780934293c33d383d9f137e28aef362e5f458df6eec4501f64f0cadde5d74ce,sports,0.5,0
polymarket_0xec8d1a8b91c85b9bfe9ea5219b0c89e087df26d9d358bedfdd237f741f9ddb8a,sports,0.775,0
polymarket_0x307ff843328d0522b1ebc50352d3df98a6ab6d825b048b29af4673086b943646,other,0.595,1
polymarket_0xa48fca1b968cdb24985f56bdee431f2f4bf69847b412cef09d3286fa099afa99,other,0.0105,0
polymarket_0xa657e046f6daf9b38fd87e9a411a5d1da978c4fbd2062ab6965d0d8ccb3fdeee,sports,0.695,1
polymarket_0x6f72f4edb802826a254a4aba23453f14c01faeb802518b244c771a0746326384,sports,0.735,1
polymarket_0xee947b6aecafe869b56c033688a71dd9ee980302ea2ad66347888df063943ec2,sports,0.095,1
polymarket_0xdf2ca262277fd66f36e112948086f870e07d57f0408dd1fca151376fdc6f87aa,other,0.013,0
polymarket_0x87bc857864f8c6fc59f103762d767e0d3b4a0a515b489aa15dab9346dc306932,other,0.52,0
polymarket_0x54ee0ddd24936a5acd78b55219d781df6d4f84f37241da172a7f8bc40222bb7c,sports,0.0005,0
polymarket_0x8c0e812f150123fa98e00e59e1c35803350f2e80e01d0f35a5505ba4b7b53038,sports,0.185,0
polymarket_0x471e557ba4a90dd532ef278886f7aa03254fef0910f032770ab9db78f404ae09,sports,0.5,0
polymarket_0x57fd45be810f9b87577e38877aede143d97790cd652e0658a75872b2909b5c82,sports,0.485,0
polymarket_0x07c8dc41b6a764a5478b87820f3d54a8bb6f05e54455a377caad987afff83f44,other,0.39,0
polymarket_0xce1b2f7b50b86a9f4f544431cba837e7732020ddaa4bde76ff018c4006b35a2e,other,0.021,0
polymarket_0xe61887255ff91d6568bfa175b63ead8abbe1efacb6c35cc97928677e30d0584a,other,0.0005,0
polymarket_0x3963cc66a22b59e7a38fed7ec36300a6bc242a3fe4b3f774e124e271a60a5613,sports,0.5,1
polymarket_0x36ef82626ac4a24aff9f06418db319812e46e6edb54e03b3261fda4f7621789d,other,0.006,0
polymarket_0xbb9aa67f425e44496dbeeee814e6fb0edcfa299ff0f5e455ed2be3a08d610447,sports,0.42,0
polymarket_0x2ea37d98ea9e7fed4fc371a2d3d7f8827c9b4a4ad6193db442dad4268503f31b,other,0.0025,0
polymarket_0xbefc403677b8eff375d1eb72a5f08e5fedd0a50363211c9e09ed14e98e80b2da,other,0.05,0
polymarket_0x13a949a41a4b97560c0780dfa82601ffd8da9225589821c3c9c625e23c8ac0fa,other,0.475,0
polymarket_0xde9b0e642a072554cf9bb0f04dd53dd2ab19f48c492833a0a41e1bb7765a038b,sports,0.325,0
polymarket_0x1a2a0c1b414354e6bf3d86facc71e91b62109a3aa4abf8c72e3a25b045acaed8,other,0.425,0
polymarket_0x3d11dd97cf6c1fec610d9605ce25e8b1bae91f7a8b41b2878ce36142830a46fb,other,0.012,0
polymarket_0x61ba1e61eae113f94fb5dac93ec543cbaede12da37bd7249fff7d204c37c08da,other,0.105,0
polymarket_0x1c6e569ea4dcebeddfc45348f477fcf5dec4e5adc04c32014ff390fb0b001be8,sports,0.285,1
polymarket_0xc4b6787e945621773a1e499a4fc1e452fe93de9f79b0180cbf8068f074d4a0a5,other,0.022,0
polymarket_0x92ff090abc4e2be32ec805ac415676ed2ffe1a648dbe1170f638145301bac1d6,other,0.9995,1
polymarket_0x972ed3f4b906d434d06eea1457725c3a673dbb93da0529134ddb695682a927b0,other,0.545,1
polymarket_0x0f89858170d26517d822799844a7430f052d3313d9109078b5ce7bb30f06f766,sports,0.175,0
polymarket_0xf05cf5797daad6b0972e750fea19b02a7cb867c8b8efd30ef28e520ac2e977fa,crypto,0.23,0
polymarket_0x8ca506d34602da63fde191b5735dc321fa68089b1172be9df6ae1c0150f5192e,sports,0.32,1
polymarket_0x902a13bcbd2b1ac08f076eb8b6c1c855b905163c2856c63048d0f9daec0a27a0,sports,0.5,0
polymarket_0xdd9b2da8ad27ffa0b0e60609ce943389eee1d5bed34ec1010bc5930cbcfc5870,sports,0.245,0
polymarket_0xb29630be52b1988a658b547a67a05235b0f068e77e41575c065fd35db5083823,sports,0.5,0
polymarket_0x33b6bb0c5b3a48b698fd0e57d76051a415065446ce6684ee4cdb85174513c8d9,sports,0.655,1
polymarket_0xbdaaaa3a2d508f7a53756c37a9d73b25469e67f4671d5b2b9a152cbcb4c1e2d7,other,0.055,1
polymarket_0x4b75232af18e89cf2a2216498b4768ece26b52e1fe88e8a9cdce211d75316b99,other,0.495,1
polymarket_0xca0721759eb4d0000804dae9eada462b3f7aa7a9ea95578ce322d7769300a1fc,other,0.0175,0
polymarket_0x59d1e8a30c05f8f93f28c5cd0f933f65f24dcc0ff86b3c81275c828def752ab7,other,0.0505,0
polymarket_0x28231a16b9c775599a22b84cce6b4e753f42cb106c09c2143e9ace2813194015,other,0.165,0
polymarket_0xce62cf83bd1246c24b03878c4081b038abfacb29353d6c270fd3530525f33f4d,sports,0.9955,1
polymarket_0xf6658af5837b6c4be9a5b0afd94db7a8013dbf0e433dc276f942570e02ede9c6,sports,0.155,0
polymarket_0xb6b53259c2b13e4935b19253d79ce554b1c77ae919465a8d9af1d223c02a9148,other,0.235,0
polymarket_0x3d478f2fd126bbd90ddd50c0d7ab4e2609c3494b898e9353c6e5bcecbe9bc07d,other,0.0255,0
polymarket_0xb01c8daba54cdf1e590da5a83f7df77766e60482937687dff1b1364b8235ce87,sports,0.5,0
polymarket_0x5578c4127c29da96451472d10248de53e69e866600f2fb4c3cbf717948174ba2,sports,0.7,1
polymarket_0x22809cddf647d5fb42baf0a40ea254cae68a2a07f5c8cdf6629b8c7639d02d18,other,0.9995,1
polymarket_0x1169203559c27fcf866517a36ee0afb13ceda948a62aaee4908e55c7598ac5a0,sports,0.495,1
polymarket_0xd4f53429752ef16f792a6756e7b2ffbb9565ad337e03ccfe3b0c788919c2a64f,other,0.03,0
polymarket_0x97a14499cc8b4d7540676eaa0ac6c14b1d362a8d56f07dcfd3b9d1d741ac790c,other,0.0605,0
polymarket_0x5a57a94e4ce86f839f5f817c9720b5cb59eb84bb94aa5bc234e96ca298a9eb7e,sports,0.5,0
polymarket_0xca030583f79b32b183f636763a3ea300228eab5e56319af27938fc54ae832bd7,other,0.9995,1
polymarket_0x0b10ef50d68456f163610cea57d5bd236dfaad6917a9d2bd7a54e79ed1be682f,other,0.004,0
polymarket_0xb3df87b0f3208d58d9eb6ef674bc7c129edcf91c5c99c6873223c600e05769a6,sports,0.5,1
polymarket_0xe46d52eb4069597845ca7a0d4153269f76de50e750041ace077e3ee42964a065,other,0.0135,0
polymarket_0x80aad2c172ff64d3e910405c1b72eaa076df7548a9cd6f2beca8f805d566964a,sports,0.36,0
polymarket_0x1582c8b3970ff43baeba2fd7aff45821ea69484ab518dab6df9f83cd16d1dbd3,other,0.31,0
polymarket_0x9b0f7eb1d7054de158c91b7501a5b3625b56df283a98b6be2a57a1f6c6425452,other,0.06,0
polymarket_0xc4aaf4be503f138260a5160a28cab604114a05111910a04ff66f52f64c4df4a4,sports,0.475,1
polymarket_0x2370f396e8afd63d9a99130c4d9509ec096a724a3106d825ae546d304d637238,other,0.175,0
polymarket_0x65b85aa36eaf1d7a3a206fc32e5fba477d2cc2e888ee9703644a5c6ca5c457e7,other,0.41,0
polymarket_0x1b530b65d2df17cf27bf263199fc4e17b32a0274a84e126850fef0e8fd341e86,other,0.0005,0
polymarket_0xae887a7bf967c542478c1854d12f89807912f783e5f6bf587bc6ffd448a8967f,other,0.7,1
polymarket_0x6356f0a247e4446b2e4ebdc41b201052d937f399fe35a6046af5584e2e4beed2,politics,0.0015,0
polymarket_0x88ee3cf93ea79654a7687b31dd86e858226923771059b3df6c9c2ed2d9703779,other,0.006,0
polymarket_0x519c5b1c70793249af25406e0773fea8a8601bc33d23604222fad2ee34aa7960,other,0.029,0
polymarket_0x61a0fb0325139f92ab9c9442f3f23f782930623a0658e9f2b31001b8525ca76a,sports,0.0115,0
polymarket_0x7243f61c5dce0d64aa6443514fec678d060fa1b28fe3e1a8cb310ae415588c1f,other,0.22,1
polymarket_0x1a3174bce4b504061aaf6f5b8f1264c0d08935e551de65513a85e231c832a6ed,sports,0.5,0
polymarket_0x33fed2963271adade87329e3fff2d6bf4c3a018175c6d839dd938b6b02e00d89,other,0.51,0
polymarket_0x9addfb10c56d9f222a819e9e3fb24faf7bd92d78dfec1ec54ea6c2a5681e7a3c,other,0.9995,1
polymarket_0xf7e1434c8e7c8bedd67fdabfef6dae50a72045473d6fe489b257d4806ee0b168,other,0.0025,0
polymarket_0x43bf3c2d019e5ee18d2177147ea5b4aaed07e7d8d5bfa59d2e9732ee80aa0712,sports,0.0005,0
polymarket_0x1c03a6feefdeb6fdbc2a1cd33c9a89fd6918b8ecc51122a89d211a75dd02f01e,other,0.26,0
polymarket_0xa241491b0949ddf0008586484c1d6417028b3fd823d8fa30bdb7309b82ea38e2,other,0.0085,0
polymarket_0x9140e69ebfadd4c7e74af7466858dff782eab35abb511c05095d4f02ec507c22,sports,0.5,0
polymarket_0x2fbbeae1322b75b739c84a5cb35aa9b7642a87a8aaaa850c2d863d8a46d589b4,sports,0.9955,1
polymarket_0x1c4b70bdfc589af7c4084b1d0517bfdfd8921c9fd624c0e80a49ecf630194429,other,0.276,1
polymarket_0x244c91260b27c109d2f905fb37847d22ed7fab8f7f9e29120fe010d71a2bc53c,other,0.295,0
polymarket_0x986004e356712252d29528d9c9a506961d916f85ca7256c609cac227433ed212,other,0.0045,0
polymarket_0x98d9ab6673b2e5d1e9f37b6b1ea00d5e03c4255dac4b7d50915e66b526bf834c,other,0.004,0
polymarket_0x20a59e7c724fe4fd79b0797d17b03175ffcf79866c1e712e50a920fa90cdda76,politics,0.009,0
polymarket_0xabe01ccb40eca2b2969f545226940b65507a2c01fd8f481630b957ac697abb7e,sports,0.28,0
polymarket_0x50faced81f67d58d140c0723bc1f9bc689edf4796ad9e35738b28d6215492924,sports,0.5,0
polymarket_0x660de2764f90f2b52df71a65334895371c34782e189ad877653db3123f27cd2a,other,0.55,0
polymarket_0x0e025a3b09096ab63af96130596f48294c0b14968813df4483af368ba3f898e3,sports,0.475,1
polymarket_0xf1af0aa504c0e371ecdcb0d28df8ed3dd40b24e0e0e3bae8371b9e4635950ab9,sports,0.5,1
polymarket_0xbd1748f941f0909ad43cb6fe0c134b0905ceef8a5cd1285c192dd793c04d5bab,sports,0.5,0
polymarket_0xd4f096b09437d7d2c9d913cc4ae4a032ff4d21b9e574881aa498b92cb7442c5a,other,0.17,0
polymarket_0x827fef0e221276150d690b4b3b415a37467df6f07686fabdc33bd0c17af51a8e,sports,0.45,1
polymarket_0xd4f7d44233d17c9fc428da7e5818808e3ef03c57dc98404224eba3b0c4a0de7b,sports,0.5,0
polymarket_0xe17ba94a08eea15ab8318372de64054d0395f6b78428210fbe1d512a28c3264e,other,0.07,0
polymarket_0x88c20da7cd1fc74b240af7d7b7ff9eaa2bfa1216c32293128f7ed21d17832c42,other,0.0375,0
polymarket_0xa4aca2b99d4802b0cc26041eaeaf700fee52f7adacf185b243b690b5da8bc9d3,other,0.275,0
polymarket_0x8cb32c38ecc45b54180c03bd84832b358941d87d58fbd8bbcab27bff45e75001,other,0.0005,0
polymarket_0x8d9a9633e52aaa2aeaa0f54ecb21ec0f4cc8d8349c0c15b789f6d416d5047cd4,other,0.031,0
polymarket_0xcc25e1ff4ae8bffa2151f8d2791891e366531d44b3bfb8497b4b5550290e7afc,other,0.155,0
polymarket_0x6dce7f95651f74a363fc6b873001502a9baed91b75e359c08f3a82ca733b1fdb,other,0.79,1
polymarket_0x779cc170ee6093a6e82c6b67afda1dfebc25a7a54c2850d51acdb8f6a8e2dcc8,sports,0.5,0
polymarket_0x2c313753243049a92dbbeed49afe6db1ce196ce07d48ae8d2035d462afd68518,other,0.065,0
polymarket_0x3799824ba5aa48a3ef02ab32283f71d94844dc1dcb805c820a51791da5a21abd,other,0.25,1
polymarket_0xc5cbb9338edc77e6c019b86baaeab8e882816f80826f9d05b244017da0ad057d,sports,0.57,0
polymarket_0xa76043301c91a2a15fd2fd8d39ef2c7ec35c6c37a0f9482d5e92ff6546ea8974,sports,0.5,0
polymarket_0x4998d41f50c446d9d1fe5b7981fe6d180ab76664faf4d496d7a9b4545fbeb952,other,0.005,0
polymarket_0x2b855b175fd5e37776c5127dba8dbd209cf3fd5cb18d3f6e768dec36657bab00,sports,0.555,0
polymarket_0x0cad7134d8074357c2ead449306e46e4fd7b3c6e5dfdaa7a4d15424a4272c395,other,0.57,1
polymarket_0x25fd2b4c18b23bbe307b71ed6692b9a6230277cb8f081f223f725c4826b96d44,sports,0.5,0
polymarket_0xa255d1f288224c1eefa5bbb75f7cee16462029e6eb2312083e9afc0f90097b9c,other,0.2,0
polymarket_0xe1e6af3e87030a61ad75c78506d0668f650bf4c63b8e43220c070093641b9b2f,sports,0.5,1
polymarket_0x014ddc91d6fd24c1dc14957ba71807c3d441d7b9157c397e9dd6a36a3616bc35,sports,0.5,1
polymarket_0x9178e32f00f26fa36d7a71174ffd228117ff1870074f437e4c41181135cbc8c7,sports,0.74,0
polymarket_0x7c9350a4e19a8883f05c419c08f0f54a1144f0028b2b07c214c78e4eadb261ce,sports,0.66,0
polymarket_0xf478c60dc797ebd33695e9341bfe6953436461028652f69a9a47a773c25bde76,sports,0.24,0
polymarket_0x161f9087a926d4bfe7ca399fabdae481d7a817e82af470f5ad633922435e811e,sports,0.5,0
polymarket_0x82fbd7116cb8e8a013c4fff765ae25176d3088005f4ea7387664d4fa7288bd44,other,0.29,0
polymarket_0x7cb0cdc024b4448238aa6db222ccfa0e8e0979d1e3437f1b8790a85cf95edd1f,other,0.315,1
polymarket_0x13187190d2abcb6490110cefdfbfebc44a5459609e7cb7b859bca10236938ce7,sports,0.405,1
polymarket_0x566cb40fd76e323f825166fb22a9059de4421b61643155249c125e00bcd495db,sports,0.21,0
polymarket_0xa007f65a46bdee5058c2915fe3e83012096f1244e24b846152c59098bda58106,sports,0.0005,0
polymarket_0x96f689cfe9226991ce6181a6ebfe1c0d9e6c21f01bbc25586bce50b5a200b0d8,sports,0.635,1
polymarket_0xd44693da480fc6e613f152da332dedca79748a1402c7f92674c1ef65fa593233,other,0.0025,0
